anime_id,name,genre,type,episodes,rating,members,cluster
8208,Jigoku Sensei Nube (Movie),"['Adventure', 'Comedy', 'Horror', 'School', 'Shounen', 'Supernatural']",Movie,1,6.82,1120,3
26063,Kaibutsu Oujo (OVA) Specials,"['Adventure', 'Comedy', 'Horror', 'Shounen', 'Supernatural']",Special,3,6.82,922,3
2704,Kaiketsu Jouki Tanteidan,"['Action', 'Mecha', 'Mystery', 'Police']",TV,26,6.82,2128,4
3935,Karakuri Kiden: Hiwou Senki,"['Action', 'Adventure', 'Historical', 'Mecha']",TV,26,6.82,719,3
14059,Kimagure Orange☆Road: Soushuuhen Tanabata Special,['Shounen'],OVA,1,6.82,625,3
20909,Kyoukai no Kanata: Mini Theater,"['Slice of Life', 'Supernatural']",Special,7,6.82,15703,3
1433,Lupin III: Babylon no Ougon Densetsu,"['Action', 'Adventure', 'Comedy', 'Shounen']",Movie,1,6.82,3251,3
28817,Mikagura Gakuen Kumikyoku,"['Action', 'Comedy', 'School', 'Shoujo Ai']",TV,12,6.82,47642,2
33741,Mobile Police Patlabor Reboot,"['Comedy', 'Mecha', 'Police', 'Sci-Fi']",Movie,1,6.82,2303,4
921,Nurse Witch Komugi-chan Magikarte Z,"['Comedy', 'Magic', 'Parody']",OVA,2,6.82,3986,3
13173,Puka Puka Juju,"['Fantasy', 'Slice of Life']",Movie,1,6.82,3621,3
1881,Sasami: Mahou Shoujo Club,"['Fantasy', 'Magic', 'School']",TV,13,6.82,4056,3
13619,Sayonara Zetsubou Sensei Special Omake,"['Comedy', 'Parody', 'School']",Special,1,6.82,3648,3
6500,Seikon no Qwaser,"['Action', 'Ecchi', 'Seinen', 'Super Power', 'Supernatural']",TV,24,6.82,145592,1
27419,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari","['Music', 'School', 'Slice of Life']",Special,1,6.82,3466,0
32228,Teekyuu 7,"['Comedy', 'Shounen', 'Sports']",TV,12,6.82,5990,3
23067,Tenkai Knights,"['Action', 'Adventure', 'Comedy', 'Kids', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']",TV,52,6.82,1249,1
1043,Tokyo Babylon,"['Action', 'Magic', 'Mystery', 'Supernatural']",OVA,2,6.82,11730,3
179,Ultra Maniac OVA,"['Comedy', 'Magic', 'Romance', 'School']",OVA,1,6.82,3979,3
3069,Yamato yo Towa ni,"['Action', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']",Movie,1,6.82,1148,7
3021,Yume Senshi Wingman,"['Action', 'Comedy', 'Romance', 'School', 'Super Power']",TV,47,6.82,918,1
314,Ace wo Nerae! 2,"['Drama', 'Shoujo', 'Sports']",OVA,13,6.81,890,3
1749,Amaenaide yo!!: Yasumanaide yo!!,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",Special,1,6.81,10549,3
1497,Aru Machi Kado no Monogatari,"['Drama', 'Music', 'Romance']",Movie,1,6.81,1724,0
9736,Astarotte no Omocha!,"['Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Romance', 'Seinen']",TV,12,6.81,73064,1
1593,Azumanga Web Daioh,"['Comedy', 'School', 'Slice of Life']",ONA,1,6.81,21904,3
288,Bakuten Shoot Beyblade,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Sports']",TV,51,6.81,49467,3
32379,Berserk (2016),"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",TV,12,6.81,90817,1
22745,Brothers Conflict Special,"['Harem', 'Romance', 'Shoujo']",Special,1,6.81,10451,8
2802,Candy Candy: Candy no Natsu Yasumi,"['Drama', 'Shoujo', 'Slice of Life']",Movie,1,6.81,1046,3
4201,Chocchan Monogatari,"['Drama', 'Historical', 'Slice of Life']",Movie,1,6.81,475,3
11177,Cross Fight B-Daman,['Adventure'],TV,52,6.81,1921,3
31050,Cyborg 009 VS Devilman,"['Action', 'Demons', 'Sci-Fi', 'Shounen', 'Super Power', 'Supernatural']",OVA,3,6.81,3081,1
1757,Di Gi Charat Christmas Special,['Comedy'],Special,1,6.81,2041,3
2795,Dragonaut: The Resonance,"['Action', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",TV,25,6.81,45265,7
9837,Emblem Take 2,"['Action', 'Drama', 'Seinen']",OVA,2,6.81,458,3
8187,Fumiko no Kokuhaku,['Comedy'],ONA,1,6.81,13829,3
6733,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,"['Drama', 'Sci-Fi', 'Space']",Special,1,6.81,783,7
260,Happy☆Lesson (TV),"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",TV,13,6.81,17109,8
21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,['Comedy'],Special,13,6.81,15586,3
17919,Houkago no Pleiades (TV),"['Magic', 'Space']",TV,12,6.81,20062,7
4808,Hurricane Polymar,"['Action', 'Adventure', 'Police', 'Sci-Fi', 'Super Power']",TV,26,6.81,738,4
26183,Ikkitousen: Extravaganza Epoch,"['Action', 'Ecchi', 'Martial Arts', 'School', 'Seinen', 'Super Power']",OVA,2,6.81,4711,1
16964,Inazuma Eleven Go: TCG CM NG-shuu,['Comedy'],Special,1,6.81,898,3
24821,Isshuukan Friends. Specials,"['School', 'Slice of Life']",Special,12,6.81,10995,3
667,Kashimashi: Girl Meets Girl,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo Ai', 'Slice of Life']",TV,12,6.81,32198,2
30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,"['Action', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']",Special,1,6.8,14934,1
18495,Kitakubu Katsudou Kiroku,"['Comedy', 'School', 'Slice of Life']",TV,12,6.81,29790,3
25939,Mahou Shoujo Lyrical Nanoha ViVid,"['Action', 'Adventure', 'Magic']",TV,12,6.81,11952,3
20999,Mini Van Special,"['Comedy', 'Game', 'Parody', 'Slice of Life']",Special,1,6.81,387,3
86,Mobile Suit Gundam ZZ,"['Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",TV,47,6.81,17517,7
9040,Mokei Senshi Gunpla Builders Beginning G,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",Special,3,6.81,2995,7
1109,Monster Extra,"['Drama', 'Horror', 'Mystery', 'Seinen']",Special,1,6.81,6004,3
8235,Muumin (1972),"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",TV,52,6.81,898,3
15431,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,['Slice of Life'],OVA,1,6.81,5295,3
2970,Night Wizard,"['Adventure', 'Fantasy', 'Magic', 'Shounen']",TV,13,6.81,27070,3
21177,Nobunaga the Fool,"['Action', 'Historical', 'Mecha', 'Sci-Fi']",TV,24,6.81,59815,3
21707,Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,"['Music', 'Shoujo', 'Sports']",Movie,1,6.81,777,3
25857,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,"['Music', 'Shoujo']",Movie,1,6.81,803,3
919,Ray The Animation,"['Drama', 'Romance', 'Sci-Fi']",TV,13,6.81,7756,3
11491,Recorder to Randoseru Do♪,"['Comedy', 'School', 'Seinen', 'Slice of Life']",TV,13,6.81,29599,3
3024,Ribbon no Kishi,"['Action', 'Fantasy', 'Mystery', 'Romance']",TV,52,6.81,1654,3
5201,Salad Juu Yuushi Tomatoman,"['Adventure', 'Comedy']",TV,50,6.81,443,3
23459,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,"['Action', 'Comedy', 'Fantasy']",Special,1,6.81,10141,3
533,Sensei no Ojikan: Doki Doki School Hours,"['Comedy', 'Slice of Life']",TV,13,6.81,5137,3
19391,Shingeki no Kyojin Picture Drama,"['Comedy', 'Parody']",Special,9,6.81,26363,3
420,Spriggan,"['Adventure', 'Military', 'Sci-Fi', 'Shounen']",Movie,1,6.81,13256,7
12857,Star Driver the Movie,"['Action', 'Mecha', 'Romance', 'Shounen']",Movie,1,6.81,7865,7
10702,Tekken: Blood Vengeance,"['Action', 'Fantasy', 'Martial Arts', 'Sci-Fi', 'Supernatural']",Movie,1,6.81,12816,1
2114,Tenkuu Senki Shurato: Sousei e no Anto,"['Action', 'Fantasy', 'Magic', 'Shounen']",OVA,6,6.81,916,3
7330,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,"['Adventure', 'Comedy', 'Kids']",Movie,1,6.81,1201,3
1675,Transformers Micron Densetsu,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",TV,52,6.81,5095,7
5484,Wagaya no Oinari-sama. Specials,"['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']",Special,12,6.81,2259,3
4101,Wan Wan Celepoo Soreyuke! Tetsunoshin,"['Comedy', 'Fantasy', 'Kids']",TV,51,6.81,432,3
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,"['Adventure', 'Fantasy', 'Samurai', 'Shounen']",OVA,4,6.81,1412,1
12455,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho,['Comedy'],OVA,4,6.81,3670,3
28789,3-gatsu no Lion meets Bump of Chicken,"['Drama', 'Music', 'Seinen']",Music,1,6.8,2160,3
373,Bannou Bunka Neko-Musume,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Seinen']",OVA,6,6.8,6122,3
2089,Choujikuu Seiki Orguss,"['Action', 'Adventure', 'Mecha', 'Romance', 'Sci-Fi', 'Shounen']",TV,35,6.8,2271,7
8632,Chuuzumou,['Comedy'],Movie,1,6.8,988,3
63,DearS,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']",TV,12,6.8,91037,8
1758,Di Gi Charat Tsuyu Specials,['Comedy'],Special,2,6.8,963,3
2653,Doraemon: Ganbare! Gian!!,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",Movie,1,6.8,524,3
1317,Eyeshield 21: Maboroshi no Golden Bowl,"['Shounen', 'Sports']",Movie,1,6.8,5611,3
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,"['Comedy', 'Fantasy', 'Magic']",OVA,1,6.8,22543,3
3355,Fortune Dogs,['Adventure'],TV,39,6.8,400,3
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,"['Comedy', 'Fantasy', 'Supernatural']",Special,1,6.8,7087,3
850,Gakuen Heaven,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen Ai']",TV,13,6.8,34787,9
1581,Gift: Eternal Rainbow,"['Comedy', 'Drama', 'Harem', 'Magic', 'Romance', 'School']",TV,12,6.8,21979,8
385,Gilgamesh,"['Drama', 'Fantasy', 'Sci-Fi', 'Supernatural']",TV,26,6.8,25332,3
10470,God Eater Prologue,"['Action', 'Fantasy', 'Military', 'Sci-Fi']",Special,1,6.8,19414,7
12483,Gregory Horror Show: The Last Train,"['Comedy', 'Demons', 'Horror', 'Mystery', 'Supernatural', 'Vampire']",TV,26,6.8,505,1
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,"['Demons', 'Fantasy', 'Historical', 'Magic', 'Romance', 'Shoujo', 'Supernatural']",OVA,3,6.8,2051,1
25689,Hyakka Ryouran: Samurai After,"['Ecchi', 'Harem']",OVA,2,6.8,9014,8
2831,Ie Naki Ko (Movie),"['Adventure', 'Drama', 'Slice of Life']",Movie,1,6.8,469,3
2905,Ikkitousen: Dragon Destiny Specials,"['Ecchi', 'Martial Arts', 'School', 'Super Power']",Special,6,6.8,15774,1
24451,Kanojo ga Flag wo Oraretara OVA,"['Comedy', 'Harem', 'Romance', 'School']",OVA,1,6.8,10264,8
1204,Kujira no Chouyaku,"['Drama', 'Fantasy', 'Kids']",Movie,1,6.8,4670,3
671,Lemon Angel Project,"['Drama', 'Music']",TV,13,6.8,5763,0
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,['Comedy'],ONA,14,6.8,8472,3
5274,Magical★Taruruuto-kun,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School']",TV,87,6.8,424,3
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,"['Magic', 'Shoujo']",TV,62,6.8,783,3
11209,Maken-Ki! OVA,"['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']",OVA,2,6.8,24386,1
1161,Maze☆Bakunetsu Jikuu (TV),"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']",TV,25,6.8,3690,7
3836,Meiken Jolie,"['Adventure', 'Historical']",TV,52,6.8,973,3
11615,Morita-san wa Mukuchi. 2,"['Comedy', 'School', 'Slice of Life']",TV,13,6.8,8788,3
2603,Mushi-Uta,"['Action', 'Fantasy', 'Sci-Fi']",TV,12,6.8,11867,3
12663,Patalliro! Stardust Keikaku,"['Adventure', 'Comedy', 'Romance', 'Shoujo', 'Shounen Ai']",Movie,1,6.8,373,9
29697,Prince of Tennis: Message in a Bottle,"['Comedy', 'School', 'Shounen', 'Sports']",Special,1,6.8,813,3
18099,Recorder to Randoseru Mi☆,"['Comedy', 'School', 'Seinen', 'Slice of Life']",TV,12,6.8,12240,3
11483,Redline Pilot,"['Cars', 'Sports']",Special,1,6.8,3618,6
33524,Sakamoto desu ga? Special,"['Comedy', 'School', 'Seinen']",Special,1,6.8,23745,3
3005,Shadow Skill,"['Adventure', 'Drama', 'Fantasy', 'Shounen']",OVA,1,6.8,3164,3
2628,"The☆Doraemons: Strange, Sweets, Strange?",['Fantasy'],Movie,1,6.8,432,3
2580,Tsukuyomi: Moon Phase Special,"['Comedy', 'Dementia', 'Slice of Life']",Special,1,6.8,8030,0
2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,1,6.8,1120,7
23931,Uchuu Senkan Yamato 2199: Tsuioku no Koukai,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",Special,1,6.8,950,7
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,"['Adventure', 'Demons', 'Drama', 'Fantasy', 'Magic']",OVA,4,6.8,2982,1
6670,8-gatsu no Symphony: Shibuya 2002-2003,['Music'],Movie,1,6.79,789,0
27939,Afro Samurai Pilot,"['Action', 'Martial Arts', 'Samurai', 'Seinen']",Special,1,6.79,2923,1
1957,Ai Tenshi Densetsu Wedding Peach DX,"['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']",OVA,4,6.79,3360,3
937,Appleseed,"['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",OVA,1,6.79,16552,4
3271,Bakuto Sengen Daigander,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,39,6.79,1174,7
12745,Bari Bari Densetsu (1987),"['Action', 'Drama', 'Shounen', 'Sports']",Movie,1,6.79,610,3
7619,Gegege no Kitarou (1996),"['Adventure', 'Demons', 'Supernatural']",TV,114,6.79,839,1
5936,Hashire! Shiroi Ookami,['Drama'],Movie,1,6.79,485,3
9001,Je T&#039;aime,['Sci-Fi'],OVA,1,6.79,3830,3
3130,Kaibutsu-kun (1980),"['Comedy', 'Horror', 'Kids']",TV,94,6.79,293,3
17731,Ketsuekigata-kun!,['Comedy'],TV,12,6.79,6331,3
3394,Kimagure Orange☆Road: Shounen Jump Special,"['Drama', 'Romance', 'Shounen']",OVA,1,6.79,1942,3
12279,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,"['Action', 'Comedy', 'Drama', 'Martial Arts', 'Romance', 'Samurai']",Movie,1,6.79,461,1
2106,Kiss Dum: Engage Planet,"['Mecha', 'Military', 'Sci-Fi']",TV,26,6.79,6658,7
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,"['Adventure', 'Comedy', 'Magic', 'Shounen', 'Supernatural']",OVA,1,6.79,1626,3
6230,Kyokujitsu no Kantai,"['Action', 'Drama', 'Historical', 'Military']",OVA,15,6.79,538,7
3057,Loveless Specials,"['Comedy', 'Fantasy', 'Romance', 'Shounen Ai', 'Supernatural']",Special,6,6.79,11846,9
32321,Lupin III (2015): Italian Game,"['Action', 'Adventure', 'Comedy', 'Shounen']",Special,1,6.79,993,3
518,Mahou no Princess Minky Momo,"['Magic', 'Shoujo']",TV,63,6.79,2229,3
626,Mamotte Shugogetten!,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shounen']",TV,22,6.79,4995,3
29855,Meiji Tokyo Renka Movie: Yumihari no Serenade,"['Fantasy', 'Harem', 'Romance', 'Shoujo']",Movie,1,6.79,5745,8
12503,Mirai Nikki (TV): Ura Mirai Nikki,"['Action', 'Comedy', 'Mystery', 'Psychological', 'Shounen', 'Supernatural', 'Thriller']",Special,10,6.79,32565,4
3438,Moero! Top Striker,"['Action', 'Shounen', 'Sports']",TV,49,6.79,2072,3
13833,Nagareboshi Lens,"['Romance', 'Shoujo']",OVA,1,6.79,12437,3
10807,Nichijou: Tanken Nichijou no Machi,"['Comedy', 'School', 'Slice of Life']",Special,14,6.79,10288,3
32625,Okusama ga Seitokaichou! OVA: Okusama Gekijou,"['Comedy', 'Shounen']",Special,7,6.79,2572,3
23299,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",Special,1,6.79,2935,3
4793,Pokemon: Pichu to Pikachu,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Movie,1,6.79,22352,3
2161,Skull Man,"['Action', 'Mystery', 'Super Power']",TV,13,6.79,16361,3
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),"['Action', 'Adventure', 'Sci-Fi']",TV,26,6.79,2430,3
1544,Super Robot Taisen OG The Animation,"['Mecha', 'Sci-Fi', 'Shounen', 'Space']",OVA,3,6.79,2653,7
31440,Teekyuu 6,"['Comedy', 'Shounen', 'Sports']",TV,12,6.79,6897,3
3686,Tokimeki Memorial: Only Love Specials,"['Comedy', 'School']",Special,2,6.79,3502,3
1737,Uchuu Senshi Baldios,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,34,6.79,600,7
25397,Absolute Duo,"['Action', 'Ecchi', 'Harem', 'Romance', 'School', 'Supernatural']",TV,12,6.78,168811,8
3835,Ai no Gakko Cuore Monogatari,"['Drama', 'Historical', 'Slice of Life']",TV,26,6.78,1082,3
25241,Akame ga Kill! Theater,['Comedy'],ONA,24,6.78,26852,3
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",Special,1,6.78,9474,3
20543,Bayonetta: Bloody Fate,"['Action', 'Demons', 'Fantasy', 'Super Power']",Movie,1,6.78,19994,1
9119,Chirorin Mura Monogatari,"['Kids', 'Slice of Life']",TV,170,6.78,411,3
15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"['Action', 'Mecha']",Special,7,6.78,34964,7
4508,D.C.S.S: Da Capo Second Season Omake,"['Comedy', 'Harem', 'Romance']",Special,7,6.78,4628,8
1752,Di Gi Charat: Hoshi no Tabi,['Comedy'],Movie,1,6.78,1973,3
29413,Dog Days Recap,"['Action', 'Adventure', 'Fantasy', 'Magic']",Special,1,6.78,2169,3
3023,Esper Mami,"['Comedy', 'Ecchi', 'Magic', 'School', 'Super Power', 'Supernatural']",TV,119,6.78,612,1
2042,Five Star Stories,"['Action', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi']",Movie,1,6.78,5343,7
3381,Fushigi no Umi no Nadia Specials,"['Adventure', 'Sci-Fi']",Special,10,6.78,1927,3
17679,Gambo,"['Demons', 'Historical']",Movie,1,6.78,4232,1
6653,Ginga Tetsudou 999: Glass no Clair,"['Drama', 'Sci-Fi', 'Space']",Movie,1,6.78,1134,7
3037,GS Mikami: Gokuraku Daisakusen!!,"['Comedy', 'Fantasy']",Movie,1,6.78,1228,3
1325,Hamelin no Violin Hiki,"['Adventure', 'Drama', 'Fantasy']",TV,25,6.78,3654,3
7579,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,"['Comedy', 'Harem', 'Romance']",Special,1,6.78,2329,8
1316,Idaten Jump,"['Game', 'School', 'Sports']",TV,52,6.78,2724,3
637,Iketeru Futari,"['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen']",TV,16,6.78,11933,3
2556,Jungle Taitei (1989),"['Adventure', 'Drama']",TV,52,6.78,1875,3
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,"['Adventure', 'Horror', 'Magic', 'Martial Arts', 'Shounen', 'Supernatural']",TV,13,6.78,22860,1
913,Kakutou Bijin Wulong,"['Action', 'Ecchi', 'Martial Arts']",TV,25,6.78,3322,1
3923,Kamen Rider Den-O: Imagin Anime,"['Action', 'Adventure', 'Comedy', 'Kids', 'Super Power']",OVA,10,6.78,699,1
32287,Kanamewo,"['Drama', 'Romance', 'Shoujo Ai', 'Supernatural']",ONA,1,6.79,3581,2
21701,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,"['Mystery', 'Shounen']",Special,1,6.78,528,3
3085,Koharu Biyori,"['Comedy', 'Ecchi', 'Sci-Fi']",OVA,3,6.78,14560,3
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,['Fantasy'],TV,52,6.78,1108,3
9519,Medaka no Gakkou,['Comedy'],OVA,5,6.78,434,3
9335,Megane na Kanojo,"['Comedy', 'Romance', 'School', 'Shounen']",OVA,4,6.78,10119,3
222,Mezzo DSA,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",TV,13,6.78,11750,3
32962,Occultic;Nine,"['Mystery', 'Sci-Fi']",TV,12,6.78,82532,3
14199,Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",TV,12,6.78,113166,8
23363,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,"['Comedy', 'Romance']",Special,1,6.78,3609,3
6666,Passion,['Music'],Music,1,6.78,2100,0
17573,Planetarium Uchuu Kyoudai: Itten no Hikari,"['Comedy', 'Sci-Fi', 'Seinen', 'Slice of Life']",Movie,1,6.79,2800,3
9107,Pokemon Best Wishes!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",TV,84,6.78,33730,3
14093,Pokemon Best Wishes! Season 2,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",TV,24,6.78,19603,3
5256,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai","['Adventure', 'Fantasy']",Special,1,6.78,6671,3
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Special,1,6.78,6907,3
30625,Princess Princess Specials,"['Comedy', 'School', 'Shoujo']",Special,12,6.75,687,3
17933,Pyuu to Fuku! Jaguar,"['Comedy', 'Music', 'Shounen']",OVA,3,6.78,312,0
26019,Rokujouma no Shinryakusha!?,"['Comedy', 'Romance', 'School', 'Supernatural']",Special,1,6.78,3280,3
25285,Seirei Tsukai no Blade Dance Specials,"['Action', 'Ecchi', 'Fantasy', 'School', 'Supernatural']",Special,6,6.78,14392,3
2033,Tamala 2010: A Punk Cat in Space,"['Comedy', 'Dementia', 'Psychological', 'Sci-Fi']",Movie,1,6.78,3343,4
23439,Toki wa Meguru: Tokyo Station,['Slice of Life'],ONA,1,6.78,2862,3
8230,True Tears Epilogue,"['Drama', 'Music', 'Romance']",Music,1,6.78,8053,0
3761,Wanwan Sanjuushi,"['Adventure', 'Historical']",TV,26,6.78,1277,3
2032,Wellber no Monogatari: Sisters of Wellber,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical']",TV,13,6.78,5605,3
1533,Ai Tenshi Densetsu Wedding Peach,"['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']",TV,51,6.77,12536,3
23627,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,"['Comedy', 'Parody']",Special,13,6.77,2913,3
33046,B-Project: Kodou＊Ambitious,"['Music', 'Shoujo']",TV,12,6.77,17506,3
1669,Bakuten Shoot Beyblade 2002,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Sports']",TV,51,6.77,27959,3
1136,Betterman,"['Action', 'Adventure', 'Comedy', 'Drama', 'Horror', 'Mecha', 'Mystery', 'Psychological', 'Sci-Fi', 'Shounen']",TV,26,6.77,8037,4
2495,Chance Triangle Session,"['Drama', 'Music', 'Slice of Life']",TV,13,6.77,3005,0
4503,Choujikuu Kidan Southern Cross,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",TV,23,6.77,3855,7
8367,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,"['Comedy', 'Ecchi', 'Kids', 'School', 'Shounen', 'Slice of Life']",Movie,1,6.77,878,3
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","['Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']",Movie,1,6.77,591,3
7436,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",Movie,1,6.77,733,3
2953,Egao,"['Music', 'Slice of Life']",Music,1,6.77,8814,0
13731,Eureka Seven: New Order,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",Special,1,6.77,5900,7
7307,Gegege no Kitarou (1985),"['Comedy', 'Supernatural']",TV,108,6.77,573,3
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",Movie,1,6.77,1179,7
9515,Highschool of the Dead: Drifters of the Dead,"['Comedy', 'Ecchi', 'Supernatural']",OVA,1,6.77,140501,3
2050,Honoo no Tenkousei,"['Action', 'Comedy', 'Martial Arts', 'Parody', 'School', 'Shounen', 'Sports']",OVA,2,6.77,2688,1
1409,IGPX: Immortal Grand Prix,"['Mecha', 'Sci-Fi', 'Shounen', 'Sports']",TV,5,6.77,2392,3
5333,Ikkitousen: Great Guardians Specials,"['Comedy', 'Ecchi']",Special,6,6.77,12064,3
2565,Jungle Taitei: Susume Leo!,"['Adventure', 'Shounen']",TV,26,6.77,986,3
12991,Katte ni Kaizou Specials,"['Comedy', 'Parody', 'School', 'Sci-Fi', 'Shounen']",Special,3,6.77,1736,3
148,Kita e.: Diamond Dust Drops,"['Drama', 'Romance', 'Slice of Life']",TV,12,6.77,5736,3
16756,Kuiba: Zhi Shiwanhuoji,"['Action', 'Adventure', 'Fantasy', 'Kids']",Movie,1,6.77,487,3
2980,Kuusou Kagaku Sekai Gulliver Boy,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mecha']",TV,50,6.77,534,7
4320,Lupin III: Green vs. Red,"['Action', 'Comedy', 'Mystery', 'Shounen']",OVA,1,6.77,3769,3
2039,Mahou no Yousei Persia,"['Comedy', 'Magic']",TV,48,6.77,990,3
17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!","['Adventure', 'Demons', 'Fantasy', 'Romance']",Special,1,6.77,10133,1
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,"['Adventure', 'Comedy', 'Sports']",Movie,1,6.77,1779,3
9581,MM! Specials,"['Comedy', 'Ecchi', 'School']",Special,9,6.77,21462,3
26351,Nagato Yuki-chan no Shoushitsu,"['Comedy', 'Romance', 'School', 'Seinen', 'Slice of Life']",TV,16,6.77,62601,3
